ROADIE	Band hand
SEXORGANS	Features of anatomically correct dolls
SEXTAPE	Blackmailer's video
SEXTON	One who rings a bell
SFPD	Dirty Harry's org.
SGT	Capt.'s underling
SGT	LAPD rank
SGTS	LAPD figures
SGTS	NYPD figures
SGTS	Some NCOs
SHADIER	Less on the level
SHAFTS	Feather parts
SHALE	Compressed clay
SHALE	Oil source
SHAM	Pillow cover
SHAME	Finger wagger's admonition
SHANANA	Group that played "At the Hop" at Woodstock
SHANE	Classic film set at the Starrett family farm
SHAPEN	Formed
SHARIF	Zhivago's portrayer
SHARPEN	Give an edge to
SHATTERED	Got a big break?
SHE	Thar ___ blows!
SHE	Haggard classic
SHEA	1965 Beatles concert venue
SHEA	Recently dismantled stadium
SHEA	Stadium retired in 2008
SHEAR	Fleece
SHEATHE	Encase
SHEBANG	Everything being considered
SHED	Backyard building
SHEDATEAR	Evince some sadness
SHEER	Not opaque
SHEETS	Some are fit for a king
SHEL	Poet Silverstein
SHELLS	Combing attractions?
SHES	Sows and cows
SHIA	LaBeouf of "Eagle Eye"
SHIATSU	Massage technique
SHIER	Less likely to start a conversation
SHIFTS	Prepares to capitalize
SHIITAKE	Miso soup mushroom
SHIITE	Many an Iranian
SHINE	Perform well
SHINE	Really stand out
SHINNED	Climbed, as a pole
SHIP	Fill online orders
SHIP	Use DHL, say
SHIPOFSTATE	Cabinet department yacht?
SHIRER	The Rise and Fall of the Third Reich writer
SHMOO	Al Capp creature
SHOD	Not barefoot
SHOD	Not barefoot
SHODDY	Poorly made
SHOERS	Livery workers
SHOES	They go about two feet
SHONE	Stood out
SHONE	Stood out favorably
SHOO	Go away!
SHOOPSHOOPSONG	Tune also known as "It's in His Kiss" (with "The")
SHOOT	Go ahead
SHOPPEDAROUND	Compared prices
SHORT	Electrical problem
SHORTI	First sound of impact?
SHOVEOFF	Take a hike!
SHOWS	Performers put them on
SHRED	Bit
SHRED	Minimal evidence
SHRINER	Member of a fezzed fraternity
SHUTIN	Recluse
SHY	Lacking
SHY	Lacking
SIB	Sis, say
SIC	Dog command
SICEM	Attack order
SIDEA	Half of a 45
SIDLES	Edges
SIEGE	Encircling tactic
SIERRACLUB	Group founded by John Muir
SIESTA	Day break?
SIEVES	Chef's aids
SIFT	Free of coarseness
SIGN	Speak with your hands
SIGNOR	Milan mister
SIGNS	Horoscope set
SIGNS	Speaks with one's hands
SIKH	Follower of Guru Nanak
SIL	___ vous plaît
SILAGE	Cow chow
SILK	Parachute material
SILO	Part of the Iowa skyline
SILT	Alluvial matter
SILT	Bank deposit?
SILT	Sedimentary stuff
SIMILE	Literary likening
SINAI	Egyptian peninsula
SINATRAS	Somethin' Stupid singing pair
SINBAD	Fabulous sailor
SINE	Cosecant's reciprocal
SINGE	Hold to the fire
SINISE	CSI: NY star Gary
SINK	Drop in the ocean
SINS	Deadly septet
SIPS	Nurses, say
SIR	Baronet's title
SIRE	Address for the king
SIRE	Palace address
SIREN	Rock singer?
SIREN	Starbucks logo creature
SIRENS	Enchanting singers
SIRS	Important men
SIS	Familial nickname
SISI	Emphatic agreement, in Acapulco
SISTER	96-Across, for one
SIT	Canine command
SIT	Canine command
SITARS	Long-necked lutes
SITARS	Plucked instruments
SITFOR	Have done, as a portrait
SITS	Is a good dog, maybe
SITS	Remains unused
SITU	In ___ (unmoved)
SITUATED	Set
SKA	Calypso kin
SKAT	Card game for three
SKAT	Card game for three
SKATE	Work with figures?
SKED	Programmer's creation, for short
SKEDS	Timetables,   la Variety
SKEDS	Timetables, informally
SKEETS	Rockabilly legend McDonald
SKEG	Surfboard fin
SKEIN	Yarn bundle
SKICAP	Mountain top?
SKIDOWNHILL	Compete in the Super G
SKIER	Person who could use a lift
SKIER	Vail visitor
SKIHAT	Top of the Alps?
SKIING	Activity that may require a lift
SKIN	Cheesecake feature
SKINORNAIL	Box of sugar: "Push in tab. Tear back"...
SKIRACE	Slalom, e.g.
SKIS	Cross-country runners?
SKORT	LPGA player's wear
SLA	Org. in 1974 headlines
SLA	Org. that kidnapped Patty Hearst
SLAMMRS	Lockups
SLANTS	Lists
SLAP	Give a hand?
SLATES	Candidate listings
SLATES	Roofing pieces
SLAV	Serb or Croat
SLEDGE	Heavy hammer
SLEDGES	Hefty hammers
SLEDS	Goes downhill, in a way
SLEEK	Streamlined
SLEEP	Retirement plan?
SLEEPSIN	Hits snooze
SLEET	Winter forecast
SLEEVE	Record holder
SLEUTHHOUND	Detective with a nose for crime fighting
SLID	Finished stealing, maybe
SLIDE	Come home, in a way
SLIDES	Water park attraction
SLIPUPS	Goofs
SLIT	Alluring dress feature
SLITS	Gill openings
SLO	Roadside warning
SLO	School zone sign
SLO	___-pitch
SLOANE	Everett of "Citizen Kane"
SLOE	Tart fruit
SLOE	Tart plum of Europe
SLOES	Tart fruits
SLOPE	Inclination
SLOPSINKS	Bad-day-in-the-market headline for a greasy spoon?
SLOTHS	Arboreal sleepers
SLOTHS	Upside-down sleepers
SLOWS	Applies the brakes
SLR	Pro's camera
SLUG	Garden pest
SLUSHFUND	Money reserve, in winter business
SMA	Wee, to Sir Walter Scott
SMARTEST	Like Academic Challenge winners
SMARTS	Intelligence
SMEAR	Campaign tactic
SMEE	Hook helper
SMEE	Hook henchman
SMEE	Irish bosun of literature
SMELT	Get the lead out
SMILAXES	Ornamental shrubs
SMILES	Emoticon parentheses
SMITES	Hits, old-style
SMITH	Expert at forging
SMOCKS	Painting protection
SMOG	EPA concern
SMOKES	Lights up
SMRSH	Smart:KAOS::Bond:____
SMUG	Quite pleased with oneself
SMUGGEST	Most self-satisfied
SNAILSPACE	Escargot's universe?
SNAKE	Plumber's helper
SNAKES	They have sliding scales
SNAP	Answer sharply
SNAP	Center action
SNAP	Piece of cake
SNAPE	Potter's potions teacher
SNAPON	Like some aspirin bottle caps
SNAPPY	Memorably concise
SNATCHER	Man carrying a purse?
SNEAKS	Quarterback plays
SNEE	Bygone blade
SNEE	Ko-Ko's dagger
SNEER	Look of contempt
SNEERAT	Disdain
SNEERS	Contemptuous looks
SNEERY	Visibly sarcastic
SNERT	Hägar's dog
SNICK	Door-latching sound
SNIDELY	In a nasty way
SNIP	Prune
SNIP	Quick cut
SNIT	Huffy state
SNITS	Huffs
SNL	Debut of Oct. 1975
SNO	Beginning for Cat or cone
SNO	___ Balls (Hostess snack)
SNOB	Elitist
SNOOP	Poke around
SNOOTS	Honkers
SNORE	Bother a bedmate
SNORED	Sawed wood horizontally?
SNORTEDAT	Dismissed derisively
SNORTS	Expresses contempt
SNOW	Wet blanket
SNOWBALLING	Momentum in the equities market, in winter business
SNOWBOUND	Stranded at Sugarloaf
SNUBNOSED	Like some pliers
SNUCKIN	Eluded the ticket taker
SOAK	Long bath
SOAKS	Enjoys a bubble bath
SOAP	Ivory trade
SOAPBOX	Speaker's stand
SOAPINGUP	Shower activity
SOAR	Emulate Icarus
SOAR	Fly high
SOAR	Go gliding
SOAR	Go sky-high
SOAR	Rise sharply
SOAR	Skyrocket
SOASTO	In order that one might
SOASTOENSUREAPAPERCUT	Cracker box: "Slide finger under flap and loosen gently"...
SOB	Weep
SOBER	Dried out
SOBER	Far from loaded
SOCOOL	Very nice!
SOD	Nursery product
SODA	It's in the can
SODAS	Pops
SODS	Covers a bald spot
SOFAR	Hitherto
SOFTEDGE	Gentle quality
SOFTSELL	Subtly persuasive technique
SOHO	TriBeCa neighbor
SOISEE	Apparently!
SOL	G, in the key of C
SOL	Nuevo ___ (Peru's currency)
SOL	Staff note
SOLD	You got yourself a deal!
SOLDALLOFHERSPYDERS	Little Miss Muffet...
SOLO	Helpless?
SOLOISTS	Recital stars
SOLOPIONEERS	Willa Cather story about single trailblazers?
SOLOS	Concert highlights
SOLSTICE	Summer starter
SOLTI	Georg who won more Grammys than anyone else
SOLTI	Longtime Chicago Symphony head
SOMALIA	Horn of Africa nation
SOMETIMES	Every so often
SON	Business partner, at times
SONAR	Ping producer
SONAR	Sub finder
SONG	Jukebox choice
SONOF	Dusty Springfield's "___ a Preacher Man"
SONOMA	Bodega Bay's county
SONYA	Raskolnikov's love in "Crime and Punishment"
SONYS	Bravia TVs, e.g.
SONYS	Some Best Buy buys
SOO	Jack of "Barney Miller"
SOONEST	At the earliest date
SOOT	Flue residue
SOP	Conciliatory gesture
SOP	Sample sauce with bread
SOPH	Jayvee athlete, perhaps
SOPUP	Absorb
SORBET	Palate refresher
SORBETS	Icy treats
SORE	Bent out of shape
SORE	Teed off
SORE	Ticked off
SOREAT	Ticked off by
SORREL	Chestnut horse
SORTA	In a way, informally
SORTER	Copier attachment
SOS	Brillo competitor
SOS	Under-the-sink brand
SOSA	Slugger Sammy
SOSAD	That's terrible
SOSAD	What a pity!
SOT	Inebriate
SOT	One unlikely to pass the bar
SOUPBRAND	Progresso, for one
SOURON	Grow sick of
SOUSE	Rummy
SOUSED	Hammered
SOUTHERNCOMMAND	Miami-based Department of Defense group
SOUTHPAW	Word for a lefty derived from the orientation of this grid's "diamond"
SOWER	Johnny Appleseed, e.g.
SOY	Milk variety
SPA	Hotel amenity
SPA	Hotel amenity
SPA	Marienbad, for one
SPA	Mud wrap setting
SPA	Seaweed wrap provider
SPA	Where you may find a sweater
SPACER	Orthodontist's rubber bands
SPACERS	Separating devices
SPAIN	Canary Islands owner
SPAM	In-box clutter
SPANK	Discipline, in a way
SPANS	Goes over
SPAR	Bandy words
SPARE	Part with
SPARE	Thin
SPARES	Flat answers?
SPARRED	Engaged in a war of the words
SPARS	Sails' supports
SPARSE	Like desert vegetation
SPARSE	Like trees on a prairie
SPAT	Clash
SPATES	Floods
SPATULA	Kitchen spreader
SPCA	Protective org. for boxers
SPEAK	Canine command
SPEAK	Canine command
SPEAKEASIES	Gin joints
SPEC	Contractor's detail
SPECIAL	Off-menu item
SPECIE	Coined money
SPECK	Wee spot
SPED	Disregarded the limit
SPED	Tore along
SPEECHOPENER	Toastmaster's first words
SPEEDIER	More expeditious
SPEEDO	Big name in little suits
SPELLS	Gives a break to
SPELT	Wheat used in health foods
SPEND	Shell out
SPEWED	Made like a geyser
SPEWER	Active volcano, e.g.
SPHERE	Area of interest
SPIED	Entered the Bond trade?
SPINSAYARN	Acts the raconteur
SPITAT	Show disdain for
SPLITSED	Motion to secede endorsed for a vote?
SPODE	Big name in fine china
SPOKE	Wheel thing
SPORTUTE	4x4
SPOT	Detergent ad problem
SPOTCARETIME	Laundry day?
SPOTTEST	Quick assessment
SPOTTY	Inconsistent
SPOUTSOFF	Bloviates
SPR	Easter time: Abbr.
SPRAT	Herring's cousin
SPRAT	Jack of rhyme
SPRAT	Silvery herring
SPRAYER	Landscaper's tool
SPREAD	Elaborate meal
SPREAD	Multipage article
SPRIT	Sail extender
SPUD	Tater
SPUMONI	Layered ice cream treat
SPURTS	Gushes
SPY	Bond, for one
SPYCAM	Surveillance device
SPYKIDS	2001 Robert Rodriguez film
SQUAD	Police force
SRI	___ Lanka
SRO	Full-house indication
SRS	Coll. grads-to-be
SRS	Fourth-yr. students
SRS	Most AARP members
SRTA	Mlle.'s Spanish equivalent
SRTA	Sp. miss
SSA	Org. monitored by AARP
SSE	Buffalo-to-Baltimore dir.
SSE	Orlando-to-Miami dir.
SSN	IRS identifier
SSN	Prize for a phisher: Abbr.
SSN	Tax form ID
SSR	Georgia, formerly: Abbr.
SSR	Georgia, once: Abbr.
SSR	Moldova, e.g.: Abbr.
SSS	Draft card letters
SSS	Draft org.
SST	Fast flier
SST	Grounded flier
SST	JFK visitor, once
SST	Noisy flier
SST	Retired flier
SSTS	Former boomers
STACK	IHOP order
STAG	For men only
STAG	For the boys
STAG	Without a date
STAGE	It may have an apron
STAGECOACH	Member of the drama faculty?
STAGES	Puts on
STAHL	Colleague of Safer, Kroft and Pelley
STAI	Come ___? (Lake Como greeting)
STAID	Far from frivolous
STAIN	Get a bad mark on?
STAINS	Deck treatments
STAIRSANDBARS	Bad things for acrophobic teetotalers?
STAKE	Weapon for Buffy
STAKES	Pool input
STALE	Musty
STAMEN	It has the anther
STAMINA	Marathon runner's need
STAMP	It's stuck in the corner
STAMPED	Like many passports
STAN	Jazz great Getz
STAN	Ollie's chum
STAN	Ollie's pal
STANCES	Attitudes
STANDS	Fan setting
STAPLE	Mainstay
STAPLESPASTELS	Art supplies from an office supply store?
STAR	Kindergarten award
STARAPPLE	Purple-skinned fruit
STARCHED	Like some shirt collars
STARE	Blank look
STARR	Best replacement?
STARRY	Lit from above
STARS	Hollywood Boulevard fixtures
STARTSON	Criticizes
STARWARS	Six-film series
STASSEN	Frequent runner Harold
STAT	Now!
STAT	Now, Nurse!
STAT	Ballpark figure
STAT	MD's PDQ
STATE	Union member
STATETAX	Road supporter
STATION	Pennsylvania, for one
STATION	Where do you get off?
STAY	Canine command
STAYS	Hangs out
STDS	EPA output: Abbr.
STEADY	Unwavering
STEAL	Appropriate
STEAL	Great buy
STEED	Knight mare
STEEDS	Mounts
STEEL	Piano wire material
STEEL	Sword material
STEELE	Republican National Committee chairman Michael
STEELYDANG	Mild yet firm oath?
STEEP	Pricey
STEEP	Unreasonably high
STEER	Head out west?
STEER	Stock unit
STEFANIE	Powers of "Hart to Hart"
STEINS	Oktoberfest souvenirs
STELLAR	First-rate
STEM	Cordial glass part
STEM	Meerschaum part
STEM	Musical note part
STEN	Arm of the British military?
STEN	Nine-millimetre gun
STENO	Kind of pad
STENO	Pool person
STENOG	Court worker, for short
STEP	Choreographer's concern
STEPDAD	Johnny Cash, to Carlene Carter
STEPINS	Bygone panties
STEPMOM	1998 Julia Roberts/Susan Sarandon movie
STEPONE	Instruction sheet start
STEPS	You can take them in stride
STEPSIN	Intervenes
STER	End for gag or gang
STERE	Wood measure
STEREO	Like iPods
STEREO	iPod output
STERN	Unsmiling
STERNS	Backs of barks
STES	Canonized Fr. women
STES	Fr. holy women
STETS	Reversals of Fortune?
STETSON	Oater topper
STEVE	Canyon in the comics
STEVIE	Wonder of music
STEWART	Portrayer of Mr. Smith
STICKERSHOCK	Showroom surprise
STILE	Fence-crossing spot
STILETTOS	Some high heels
STINGER	Heat-seeking missile
STINKO	Sloshed
STIR	Hullabaloo
STIRS	Excited states
STIRUP	Provoke
STJOE	Pony Express's Missouri terminus, familiarly
STK	NYSE buy
STL	Cardinal cap letters
STL	NL Central insignia
STLEO	Fifth-cent. canonized pope
STMARYS	Setting of a Bing Crosby film
STOATS	Chestnut weasels
STOCKQUIXOTE	Your usual standard romantic idealist?
STOLE	Lifted
STOLE	Shoulder warmer
STOLEN	Hot
STOLES	Pricey wraps
STOLI	Popular vodka, familiarly
STOMP	Jazz dance
STONE	Hopscotch need
STOOGE	Puppet
STOOL	Saloon seat
STOOLS	Pub perches
STOPSUP	Plugs
STOSSEL	John of "20/20"
STOUTS	Strong brews
STOVE	It may have a pilot
STOW	Put in the hold
STOWE	Teardrop Trail setting
STOWE	Vermont resort
STPATS	Fifth Ave. cathedral
STPAUL	Capital on the Mississippi R.
STPETERS	Site of Michelangelo's Piet
STRAITTALK	Conversation about a narrow channel?
STRAP	Fanny pack feature
STRAP	Shoulder bag feature
STRASSE	Augsburg avenue
STRASSE	Berlin boulevard
STRATA	Levels
STREETWISE	Savvy
STRETTO	Fugue feature
STREWS	Scatters
STRIATED	Like skeletal muscles
STRINGOFBEANS	[Kidney, jelly, coffee]
STRIP	Take off, or takeoff spot
STROM	Senator succeeded by Lindsey
STRUTS	Biplane parts
STU	Disco ___ of "The Simpsons"
STU	Sutcliffe, "the fifth Beatle"
STUCK	Immovable
STUDH	Stallion
STUNTS	Work for some stand-ins
STUPORS	Dazed states
STY	Filthy place
STYE	Lid bulge
STYE	Lid problem
STYES	Eyelid inflammations
STYLES	Vogue topics
STYLI	Art pens
SUBSET	Inner circle in a Venn diagram
SUBTLERBUTLER	Wanted: Household servant who's less outspoken
SUBZERO	Arctic
SUCRE	Ecuador's former currency
SUE	Ms. Pac-Man ghost
SUEDE	Boot material
SUEDE	Upholstery material
SUER	Litigious sort
SUER	Litigious sort
SUET	Haggis ingredient
SUGARS	Some carbohydrates
SUITOR	One who goes to court
SUITORS	Beaus
SUM	Tally
SUMOS	Massive athletes
SUMPTUOUS	Lavish
SUMUP	Recap
SUNLESS	Overcast
SUNROOFS	Auto openings
SUPPLIESARELIMITED	Disproved! They have a whole warehouse of 'em!
SURE	You bet!
SURFER	Someone on the board
SURPRISED	Floored
SURROUNDSOUND	TV feature, and a clue to six other answers in this puzzle
SUSAN	Teri's "Desperate Housewives" role
SUSHI	Bento box fare
SUSIE	Rugrats girl
SUZUKIDEALERSHIP	Its business is going through cycles
SVEN	Oscar-winning cinematographer Nykvist
SWABS	Surgery supply
SWAG	Awards show presenter's take
SWAG	Loot
SWAK	Love letters?
SWAM	Came crawling back, maybe
SWAMPY	Like the Everglades
SWAN	Exemplar of grace
SWEAR	Pledge
SWEAT	You can work it out
SWEDEN	Base for 1-Across
SWEETCHARDCITY	Municipality famed for its sugary leafy vegetables?
SWEETHEART	Honey
SWEETTEA	Southern pitcherful
SWING	Go for a pitch
SWING	Golf coach's concern
SWUNG	Tried for a hit
SYL	Word div.
SYNC	Agreement
SYNGE	The Playboy of the Western World playwright
SYR	Nation on the Med. Sea
SYRUP	IHOP offering
SYSOPS	Bulletin board overseers
SYST	Network: Abbr.
SYST	Technique: Abbr.
TAB	Bar bill
TAB	Q neighbor
TAB	Q's neighbor
TABLE	Setting setting
TABOOS	Big no-nos
TABU	The forbidden fragrance
TAC	Middle of three in a row
TACOS	Folded food
TACTIC	Bait and switch, e.g.
TADA	Relative of "voil !"
TAG	Graffiti signature
TAG	It's avoided in this game
TAGALOG	Language that gave us "boondocks"
TAGALONG	Come too
TAGAMET	Heartburn medicine brand
TAGGED	Made it?
TAGS	They hang out in stores
TAGUP	Touch base
TAHOE	Resort east of Squaw Valley
TAIL	Last part
TAIL	Shadow
TAJ	Atlantic City casino, with "The"
TAKEITONTHECLAM	Course about using raw bar condiments?
TALC	Soapy mineral
TALENT	Scout's interest
TALES	Some are cautionary
TALKUP	Promote
TALL	Starbucks coffee order
TALON	Prey gripper
TAM	Topper with a pompom
TAMD	Broken
TAME	Gentle
TAME	Unlikely to offend
TAMMI	Terrell who sang with Marvin Gaye
TANDY	Driving Miss Daisy Oscar winner
TANGLE	Snarl
TANGO	Argentinian export
TANIS	Dig site in "Raiders of the Lost Ark"
TANS	Salon offerings
TANTRA	Eastern philosophy
TANTRUM	Hissy fit
TANYA	Country star Tucker
TAO	Eastern path
TAO	Eastern path
TAOS	Southwestern ski resort
TAP	Surveillance device
TAPA	Spanish snack
TAPE	Race finish
TAPERS	Narrows down
TAPES	Surveillance collection
TAPIN	Three-inch putt
TAPINTO	Access
TAPINTO	Utilize, as talent
TAPIOCA	Bubble tea ingredient
TAPSIN	Makes an easy putt
TARANTULA	Hairy creature
TARDY	Overdue
TARMAC	Place for a touchdown
TARSALS	Anklebones
TART	Pucker-inducing
TARTARE	Served raw
TASER	It's shocking
TASER	Stun gun
TASS	News agcy. founded in 1925
TASTE	Kitsch's lack
TATA	See ya!
TATARS	Russian ethnic group
TATE	Poet Nahum
TATI	Mon Oncle director/star
TAU	Torque symbol
TAUT	High-strung
TAWNY	Looking like a lion
TAX	Return subject
TAXER	Government, often
TBA	Sched. placeholder
TBAR	Way to the summit
TBONE	Steakhouse selection
TBS	Home of George Lopez's talk show
TCB	Abbreviation in the lyrics of Aretha's "Respect"
TCM	Cable channel whose first broadcast was "Gone With the Wind"
TCU	Horned Frogs' sch.
TDS	Six-pt. scores
TEA	Bigelow offering
TEA	Chief crop of 1-Across
TEA	Leaves held in the bag
TEABAGS	They usually come with strings attached
TEACADDY	Earl Grey's home?
TEACHME	Words from a would-be protégé
TEALS	Small ducks
TEAMS	Players' clubs
TEAR	Eye drop
TEARGAS	Crowd control device
TEAS	Bigelow offerings
TEAS	Lipton line
TEASE	Coming up next... commercial
TEASER	Coming up next ad
TECHNO	Genre for Moby
TED	How I Met Your Mother character
TED	Bill's bud
TED	Rock's Nugent
TEDDY	Victoria's Secret offering
TEE	Ball point?
TEE	Ball-bearing item
TEE	Ball-bearing item
TEE	Course need
TEE	First-stroke need
TEE	Kickoff aid
TEED	Prepared for a drive
TEEM	Be crawling (with)
TEEM	Overflow
TEEN	High school subject?
TEEN	Many a Jonas Brothers fan
TEEN	Many a fake ID user
TEENA	Lovergirl singer ___ Marie
TEENY	Diminutive
TEES	Concert souvenirs
TEETERS	Vacillates
TEK	William Shatner's "___War"
TEKWAR	William Shatner novel
TEL	Business card no.
TEL	Rolodex abbr.
TEL	___ Aviv
TELE	Communications prefix
TELEGENIC	Like most anchors
TELEXES	Pre-fax messages
TELL	Spill the beans
TEMPO	Scoring speed
TEMPORAL	Not spiritual
TEMPTS	Offers donuts to dieters, for example
TEN	Bill showing the Treasury Building
TEN	Bill showing the Treasury Building
TEN	Hamilton's bill
TEN	Lowest honor card
TEN	Number of lords a-leaping
TEN	Plagues count
TEN	X, sometimes
TEND	Be disposed
TENDCEMENTHOUSES	Do upkeep on dwellings made of concrete?
TENDS	Oversees
TENET	Precept
TENK	Warm-up for a marathon
TENN	Dollywood loc.
TENOF	When a psychiatric session might wrap up
TENON	Mortise partner
TENOR	Tamino in "The Magic Flute," e.g.
TENOR	Verdi's Otello, for one
TENPENCE	Cambridge coin
TENSOR	Stretching muscle
TENT	Something to pitch and later strike
TENTAGE	Encampment
TENTHINGSIH8ABOUTYOU	The Taming of the Shrew adaptation
TERESA	Blessed Mother
TERESA	Mother with a Nobel Peace Prize
TERI	Co-star of Eva and Felicity
TERI	Co-star of Eva, Marcia and Felicity
TERI	Susan's portrayer on "Desperate Housewives"
TERIS	Hatcher and Polo
TERM	Academic period
TERMITE	One who might eat you out of house and home?
TERMS	Contract makeup
TERNS	Fish-eating fliers
TERP	Maryland athlete, for short
TERP	Maryland player
TERR	Okla., before 1907
TERSE	Verbally sparing
TES	They may block for the QB
TESSA	Girl in "The Gondoliers"
TEST	It may make the grade
